t,x_cin,v_cin,x_pot,v_pot,E_cin_total,E_pot_total
0.0564,2.5488,-8,2.5488,-8,32,32
0.0565,2.548,-8,2.548,-8,32,32
0.0566,2.5472,-8,2.5472,-8,32,32
0.0567,2.5464,-8,2.5464,-8,32,32
0.0568,2.5456,-8,2.5456,-8,32,32
0.0569,2.5448,-8,2.5448,-8,32,32
0.057,2.544,-8,2.544,-8,32,32
0.0571,2.5432,-8,2.5432,-8,32,32
0.0572,2.5424,-8,2.5424,-8,32,32
0.0573,2.5416,-8,2.5416,-8,32,32
0.0574,2.5408,-8,2.5408,-8,32,32
0.0575,2.54,-8,2.54,-8,32,32
0.0576,2.5392,-8,2.5392,-8,32,32
0.0577,2.5384,-8,2.5384,-8,32,32
0.0578,2.5376,-8,2.5376,-8,32,32
0.0579,2.5368,-8,2.5368,-8,32,32
0.058,2.536,-8,2.536,-8,32,32
0.0581,2.5352,-8,2.5352,-8,32,32
0.0582,2.5344,-8,2.5344,-8,32,32
0.0583,2.5336,-8,2.5336,-8,32,32
0.0584,2.5328,-8,2.5328,-8,32,32
0.0585,2.532,-8,2.532,-8,32,32
0.0586,2.5312,-8,2.5312,-8,32,32
0.0587,2.5304,-8,2.5304,-8,32,32
0.0588,2.5296,-8,2.5296,-8,32,32
0.0589,2.5288,-8,2.5288,-8,32,32
0.059,2.528,-8,2.528,-8,32,32
0.0591,2.5272,-8,2.5272,-8,32,32
0.0592,2.5264,-8,2.5264,-8,32,32
0.0593,2.5256,-8,2.5256,-8,32,32
0.0594,2.5248,-8,2.5248,-8,32,32
0.0595,2.524,-8,2.524,-8,32,32
0.0596,2.5232,-8,2.5232,-8,32,32
0.0597,2.5224,-8,2.5224,-8,32,32
0.0598,2.5216,-8,2.5216,-8,32,32
0.0599,2.5208,-8,2.5208,-8,32,32
0.06,2.52,-8,2.52,-8,32,32
0.0601,2.5192,-8,2.5192,-8,32,32
0.0602,2.5184,-8,2.5184,-8,32,32
0.0603,2.5176,-8,2.5176,-8,32,32
0.0604,2.5168,-8,2.5168,-8,32,32
0.0605,2.516,-8,2.516,-8,32,32
0.0606,2.5152,-8,2.5152,-8,32,32
0.0607,2.5144,-8,2.5144,-8,32,32
0.0608,2.5136,-8,2.5136,-8,32,32
0.0609,2.5128,-8,2.5128,-8,32,32
0.061,2.512,-8,2.512,-8,32,32
0.0611,2.5112,-8,2.5112,-8,32,32
0.0612,2.5104,-8,2.5104,-8,32,32
0.0613,2.5096,-8,2.5096,-8,32,32
0.0614,2.5088,-8,2.5088,-8,32,32
0.0615,2.508,-8,2.508,-8,32,32
0.0616,2.5072,-8,2.5072,-8,32,32
0.0617,2.5064,-8,2.5064,-8,32,32
0.0618,2.5056,-8,2.5056,-8,32,32
0.0619,2.5048,-8,2.5048,-8,32,32
0.062,2.504,-8,2.504,-8,32,32
0.0621,2.5032,-8,2.5032,-8,32,32
0.0622,2.5024,-8,2.5024,-8,32,32
0.0623,2.5016,-8,2.5016,-8,32,32
0.0624,2.5008,-8,2.5008,-8,32,32
0.0625,2.5,-8,2.5,-8,32,32
0.0626,2.4992,-8,2.4992,-8,32,32
0.0627,2.4984,-8,2.4984,-8,32,32
0.0628,2.4976,-8,2.4976,-8,32,32
0.0629,2.4968,-8,2.4968,-8,32,32
0.063,2.496,-8,2.496,-8,32,32
0.0631,2.4952,-8,2.4952,-8,32,32
0.0632,2.4944,-8,2.4944,-8,32,32
0.0633,2.4936,-8,2.4936,-8,32,32
0.0634,2.4928,-8,2.4928,-8,32,32
0.0635,2.492,-8,2.492,-8,32,32
0.0636,2.4912,-8,2.4912,-8,32,32
0.0637,2.4904,-8,2.4904,-8,32,32
0.0638,2.4896,-8,2.4896,-8,32,32
0.0639,2.4888,-8,2.4888,-8,32,32
0.064,2.488,-8,2.488,-8,32,32
0.0641,2.4872,-8,2.4872,-8,32,32
0.0642,2.4864,-8,2.4864,-8,32,32
0.0643,2.4856,-8,2.4856,-8,32,32
0.0644,2.4848,-8,2.4848,-8,32,32
0.0645,2.484,-8,2.484,-8,32,32
0.0646,2.4832,-8,2.4832,-8,32,32
0.0647,2.4824,-8,2.4824,-8,32,32
0.0648,2.4816,-8,2.4816,-8,32,32
0.0649,2.4808,-8,2.4808,-8,32,32
0.065,2.48,-8,2.48,-8,32,32
0.0651,2.4792,-8,2.4792,-8,32,32
0.0652,2.4784,-8,2.4784,-8,32,32
0.0653,2.4776,-8,2.4776,-8,32,32
0.0654,2.4768,-8,2.4768,-8,32,32
0.0655,2.476,-8,2.476,-8,32,32
0.0656,2.4752,-8,2.4752,-8,32,32
0.0657,2.4744,-8,2.4744,-8,32,32
0.0658,2.4736,-8,2.4736,-8,32,32
0.0659,2.4728,-8,2.4728,-8,32,32
0.066,2.472,-8,2.472,-8,32,32
0.0661,2.4712,-8,2.4712,-8,32,32
0.0662,2.4704,-8,2.4704,-8,32,32
0.0663,2.4696,-8,2.4696,-8,32,32
0.0664,2.4688,-8,2.4688,-8,32,32
0.0665,2.468,-8,2.468,-8,32,32
0.0666,2.4672,-8,2.4672,-8,32,32
0.0667,2.4664,-8,2.4664,-8,32,32
0.0668,2.4656,-8,2.4656,-8,32,32
0.0669,2.4648,-8,2.4648,-8,32,32
0.067,2.464,-8,2.464,-8,32,32
0.0671,2.4632,-8,2.4632,-8,32,32
0.0672,2.4624,-8,2.4624,-8,32,32
0.0673,2.4616,-8,2.4616,-8,32,32
0.0674,2.4608,-8,2.4608,-8,32,32
0.0675,2.46,-8,2.46,-8,32,32
0.0676,2.4592,-8,2.4592,-8,32,32
0.0677,2.4584,-8,2.4584,-8,32,32
0.0678,2.4576,-8,2.4576,-8,32,32
0.0679,2.4568,-8,2.4568,-8,32,32
0.068,2.456,-8,2.456,-8,32,32
0.0681,2.4552,-8,2.4552,-8,32,32
0.0682,2.4544,-8,2.4544,-8,32,32
0.0683,2.4536,-8,2.4536,-8,32,32
0.0684,2.4528,-8,2.4528,-8,32,32
0.0685,2.452,-8,2.452,-8,32,32
0.0686,2.4512,-8,2.4512,-8,32,32
0.0687,2.4504,-8,2.4504,-8,32,32
0.0688,2.4496,-8,2.4496,-8,32,32
0.0689,2.4488,-8,2.4488,-8,32,32
0.069,2.448,-8,2.448,-8,32,32
0.0691,2.4472,-8,2.4472,-8,32,32
0.0692,2.4464,-8,2.4464,-8,32,32
0.0693,2.4456,-8,2.4456,-8,32,32
0.0694,2.4448,-8,2.4448,-8,32,32
0.0695,2.444,-8,2.444,-8,32,32
0.0696,2.4432,-8,2.4432,-8,32,32
0.0697,2.4424,-8,2.4424,-8,32,32
0.0698,2.4416,-8,2.4416,-8,32,32
0.0699,2.4408,-8,2.4408,-8,32,32
0.07,2.44,-8,2.44,-8,32,32
0.0701,2.4392,-8,2.4392,-8.00001,32,32
0.0702,2.4384,-8,2.4384,-8.00001,32,32
0.0703,2.4376,-8,2.4376,-8.00001,32,32
0.0704,2.4368,-8,2.4368,-8.00001,32,32
0.0705,2.436,-8,2.436,-8.00001,32,32
0.0706,2.4352,-8,2.4352,-8.00001,32,32
0.0707,2.4344,-8,2.4344,-8.00001,32,32
0.0708,2.4336,-8,2.4336,-8.00001,32,32
0.0709,2.4328,-8,2.4328,-8.00001,32,32
0.071,2.432,-8,2.432,-8.00001,32,32
0.0711,2.4312,-8,2.4312,-8.00001,32,32
0.0712,2.4304,-8,2.4304,-8.00001,32,32
0.0713,2.4296,-8,2.4296,-8.00001,32,32
0.0714,2.4288,-8,2.4288,-8.00001,32,32
0.0715,2.428,-8,2.428,-8.00001,32,32
0.0716,2.4272,-8,2.4272,-8.00001,32,32
0.0717,2.4264,-8,2.4264,-8.00001,32,32.0001
0.0718,2.4256,-8,2.4256,-8.00001,32,32.0001
0.0719,2.4248,-8,2.4248,-8.00001,32,32.0001
0.072,2.424,-8,2.424,-8.00001,32,32.0001
0.0721,2.4232,-8,2.4232,-8.00001,32,32.0001
0.0722,2.4224,-8,2.4224,-8.00001,32,32.0001
0.0723,2.4216,-8,2.4216,-8.00001,32,32.0001
0.0724,2.4208,-8,2.4208,-8.00001,32,32.0001
0.0725,2.42,-8,2.42,-8.00001,32,32.0001
0.0726,2.4192,-8,2.4192,-8.00001,32,32.0001
0.0727,2.4184,-8,2.4184,-8.00001,32,32.0001
0.0728,2.4176,-8,2.4176,-8.00001,32,32.0001
0.0729,2.4168,-8,2.4168,-8.00001,32,32.0001
0.073,2.416,-8,2.416,-8.00001,32,32.0001
0.0731,2.4152,-8,2.4152,-8.00001,32,32.0001
0.0732,2.4144,-8,2.4144,-8.00001,32,32.0001
0.0733,2.4136,-8,2.4136,-8.00001,32,32.0001
0.0734,2.4128,-8,2.4128,-8.00001,32,32.0001
0.0735,2.412,-8,2.412,-8.00001,32,32.0001
0.0736,2.4112,-8,2.4112,-8.00001,32,32.0001
0.0737,2.4104,-8,2.4104,-8.00001,32,32.0001
0.0738,2.4096,-8,2.4096,-8.00001,32,32.0001
0.0739,2.4088,-8,2.4088,-8.00001,32,32.0001
0.074,2.408,-8,2.408,-8.00001,32,32.0001
0.0741,2.4072,-8,2.4072,-8.00001,32,32.0001
0.0742,2.4064,-8,2.4064,-8.00001,32,32.0001
0.0743,2.4056,-8,2.4056,-8.00001,32,32.0001
0.0744,2.4048,-8,2.4048,-8.00001,32,32.0001
0.0745,2.404,-8,2.404,-8.00001,32,32.0001
0.0746,2.4032,-8,2.4032,-8.00001,32,32.0001
0.0747,2.4024,-8,2.4024,-8.00001,32,32.0001
0.0748,2.4016,-8,2.4016,-8.00001,32,32.0001
0.0749,2.4008,-8,2.4008,-8.00001,32,32.0001
0.075,2.4,-8,2.4,-8.00001,32,32.0001
0.0751,2.3992,-8,2.3992,-8.00001,32,32.0001
0.0752,2.3984,-8,2.3984,-8.00001,32,32.0001
0.0753,2.3976,-8,2.3976,-8.00001,32,32.0001
0.0754,2.3968,-8,2.3968,-8.00001,32,32.0001
0.0755,2.396,-8,2.396,-8.00001,32,32.0001
0.0756,2.3952,-8,2.3952,-8.00001,32,32.0001
0.0757,2.3944,-8,2.3944,-8.00001,32,32.0001
0.0758,2.3936,-8,2.3936,-8.00001,32,32.0001
0.0759,2.3928,-8,2.3928,-8.00001,32,32.0001
0.076,2.392,-8,2.392,-8.00001,32,32.0001
0.0761,2.3912,-8,2.3912,-8.00001,32,32.0001
0.0762,2.3904,-8,2.3904,-8.00001,32,32.0001
0.0763,2.3896,-8,2.3896,-8.00001,32,32.0001
0.0764,2.3888,-8,2.3888,-8.00001,32,32.0001
0.0765,2.388,-8,2.388,-8.00001,32,32.0001
0.0766,2.3872,-8,2.3872,-8.00001,32,32.0001
0.0767,2.3864,-8,2.3864,-8.00001,32,32.0001
0.0768,2.3856,-8,2.3856,-8.00001,32,32.0001
0.0769,2.3848,-8,2.3848,-8.00001,32,32.0001
0.077,2.384,-8,2.384,-8.00001,32,32.0001
0.0771,2.3832,-8,2.3832,-8.00001,32,32.0001
0.0772,2.3824,-8,2.3824,-8.00001,32,32.0001
0.0773,2.3816,-8,2.3816,-8.00001,32,32.0001
0.0774,2.3808,-8,2.3808,-8.00001,32,32.0001
0.0775,2.38,-8,2.38,-8.00001,32,32.0001
0.0776,2.3792,-8,2.3792,-8.00001,32,32.0001
0.0777,2.3784,-8,2.3784,-8.00001,32,32.0001
0.0778,2.3776,-8,2.3776,-8.00001,32,32.0001
0.0779,2.3768,-8,2.3768,-8.00001,32,32.0001
0.078,2.376,-8,2.376,-8.00001,32,32.0001
0.0781,2.3752,-8,2.3752,-8.00001,32,32.0001
0.0782,2.3744,-8,2.3744,-8.00001,32,32.0001
0.0783,2.3736,-8,2.3736,-8.00001,32,32.0001
0.0784,2.3728,-8,2.3728,-8.00001,32,32.0001
0.0785,2.372,-8,2.372,-8.00001,32,32.0001
0.0786,2.3712,-8,2.3712,-8.00001,32,32.0001
0.0787,2.3704,-8,2.3704,-8.00001,32,32.0001
0.0788,2.3696,-8,2.3696,-8.00001,32,32.0001
0.0789,2.3688,-8,2.3688,-8.00001,32,32.0001
0.079,2.368,-8,2.368,-8.00001,32,32.0001
0.0791,2.3672,-8,2.3672,-8.00001,32,32.0001
0.0792,2.3664,-8,2.3664,-8.00001,32,32.0001
0.0793,2.3656,-8,2.3656,-8.00001,32,32.0001
0.0794,2.3648,-8,2.3648,-8.00001,32,32.0001
0.0795,2.364,-8,2.364,-8.00001,32,32.0001
0.0796,2.3632,-8,2.3632,-8.00001,32,32.0001
0.0797,2.3624,-8,2.3624,-8.00001,32,32.0001
0.0798,2.3616,-8,2.3616,-8.00001,32,32.0001
0.0799,2.3608,-8,2.3608,-8.00001,32,32.0001
0.08,2.36,-8,2.36,-8.00001,32,32.0001
0.0801,2.3592,-8,2.3592,-8.00001,32,32.0001
0.0802,2.3584,-8,2.3584,-8.00001,32,32.0001
0.0803,2.3576,-8,2.3576,-8.00001,32,32.0001
0.0804,2.3568,-8,2.3568,-8.00001,32,32.0001
0.0805,2.356,-8,2.356,-8.00001,32,32.0001
0.0806,2.3552,-8,2.3552,-8.00001,32,32.0001
0.0807,2.3544,-8,2.3544,-8.00001,32,32.0001
0.0808,2.3536,-8,2.3536,-8.00001,32,32.0001
0.0809,2.3528,-8,2.3528,-8.00001,32,32.0001
0.081,2.352,-8,2.352,-8.00001,32,32.0001
0.0811,2.3512,-8,2.3512,-8.00001,32,32.0001
0.0812,2.3504,-8,2.3504,-8.00001,32,32.0001
0.0813,2.3496,-8,2.3496,-8.00001,32,32.0001
0.0814,2.3488,-8,2.3488,-8.00001,32,32.0001
0.0815,2.348,-8,2.348,-8.00001,32,32.0001
0.0816,2.3472,-8,2.3472,-8.00001,32,32.0001
0.0817,2.3464,-8,2.3464,-8.00001,32,32.0001
0.0818,2.3456,-8,2.3456,-8.00001,32,32.0001
0.0819,2.3448,-8,2.3448,-8.00001,32,32.0001
0.082,2.344,-8,2.344,-8.00002,32,32.0001
0.0821,2.3432,-8,2.3432,-8.00002,32,32.0001
0.0822,2.3424,-8,2.3424,-8.00002,32,32.0001
0.0823,2.3416,-8,2.3416,-8.00002,32,32.0001
0.0824,2.3408,-8,2.3408,-8.00002,32,32.0001
0.0825,2.34,-8,2.34,-8.00002,32,32.0001
0.0826,2.3392,-8,2.3392,-8.00002,32,32.0001
0.0827,2.3384,-8,2.3384,-8.00002,32,32.0001
0.0828,2.3376,-8,2.3376,-8.00002,32,32.0001
0.0829,2.3368,-8,2.3368,-8.00002,32,32.0001
0.083,2.336,-8,2.336,-8.00002,32,32.0001
0.0831,2.3352,-8,2.3352,-8.00002,32,32.0001
0.0832,2.3344,-8,2.3344,-8.00002,32,32.0001
0.0833,2.3336,-8,2.3336,-8.00002,32,32.0001
0.0834,2.3328,-8,2.3328,-8.00002,32,32.0001
0.0835,2.332,-8,2.332,-8.00002,32,32.0001
0.0836,2.3312,-8,2.3312,-8.00002,32,32.0001
0.0837,2.3304,-8,2.3304,-8.00002,32,32.0001
0.0838,2.3296,-8,2.3296,-8.00002,32,32.0001
0.0839,2.3288,-8,2.3288,-8.00002,32,32.0001
0.084,2.328,-8,2.328,-8.00002,32,32.0001
0.0841,2.3272,-8,2.3272,-8.00002,32,32.0001
0.0842,2.3264,-8,2.3264,-8.00002,32,32.0001
0.0843,2.3256,-8,2.3256,-8.00002,32,32.0001
0.0844,2.3248,-8,2.3248,-8.00002,32,32.0001
0.0845,2.324,-8,2.324,-8.00002,32,32.0001
0.0846,2.3232,-8,2.3232,-8.00002,32,32.0001
0.0847,2.3224,-8,2.3224,-8.00002,32,32.0001
0.0848,2.3216,-8,2.3216,-8.00002,32,32.0001
0.0849,2.3208,-8,2.3208,-8.00002,32,32.0001
0.085,2.32,-8,2.32,-8.00002,32,32.0001
0.0851,2.3192,-8,2.3192,-8.00002,32,32.0001
0.0852,2.3184,-8,2.3184,-8.00002,32,32.0001
0.0853,2.3176,-8,2.3176,-8.00002,32,32.0001
0.0854,2.3168,-8,2.3168,-8.00002,32,32.0001
0.0855,2.316,-8,2.316,-8.00002,32,32.0001
0.0856,2.3152,-8,2.3152,-8.00002,32,32.0001
0.0857,2.3144,-8,2.3144,-8.00002,32,32.0002
0.0858,2.3136,-8,2.3136,-8.00002,32,32.0002
0.0859,2.3128,-8,2.3128,-8.00002,32,32.0002
0.086,2.312,-8,2.312,-8.00002,32,32.0002
0.0861,2.3112,-8,2.3112,-8.00002,32,32.0002
0.0862,2.3104,-8,2.3104,-8.00002,32,32.0002
0.0863,2.3096,-8,2.3096,-8.00002,32,32.0002
0.0864,2.3088,-8,2.3088,-8.00002,32,32.0002
0.0865,2.308,-8,2.308,-8.00002,32,32.0002
0.0866,2.3072,-8,2.3072,-8.00002,32,32.0002
0.0867,2.3064,-8,2.3064,-8.00002,32,32.0002
0.0868,2.3056,-8,2.3056,-8.00002,32,32.0002
0.0869,2.3048,-8,2.3048,-8.00002,32,32.0002
0.087,2.304,-8,2.304,-8.00002,32,32.0002
0.0871,2.3032,-8,2.3032,-8.00002,32,32.0002
0.0872,2.3024,-8,2.3024,-8.00002,32,32.0002
0.0873,2.3016,-8,2.3016,-8.00002,32,32.0002
0.0874,2.3008,-8,2.3008,-8.00002,32,32.0002
0.0875,2.3,-8,2.3,-8.00002,32,32.0002
0.0876,2.2992,-8,2.2992,-8.00002,32,32.0002
0.0877,2.2984,-8,2.2984,-8.00002,32,32.0002
0.0878,2.2976,-8,2.2976,-8.00002,32,32.0002
0.0879,2.2968,-8,2.2968,-8.00002,32,32.0002
0.088,2.296,-8,2.296,-8.00002,32,32.0002
0.0881,2.2952,-8,2.2952,-8.00002,32,32.0002
0.0882,2.2944,-8,2.2944,-8.00002,32,32.0002
0.0883,2.2936,-8,2.2936,-8.00002,32,32.0002
0.0884,2.2928,-8,2.2928,-8.00002,32,32.0002
0.0885,2.292,-8,2.292,-8.00002,32,32.0002
0.0886,2.2912,-8,2.2912,-8.00002,32,32.0002
0.0887,2.2904,-8,2.2904,-8.00002,32,32.0002
0.0888,2.2896,-8,2.2896,-8.00002,32,32.0002
0.0889,2.2888,-8,2.2888,-8.00002,32,32.0002
0.089,2.288,-8,2.288,-8.00002,32,32.0002
0.0891,2.2872,-8,2.2872,-8.00002,32,32.0002
0.0892,2.2864,-8,2.2864,-8.00002,32,32.0002
0.0893,2.2856,-8,2.2856,-8.00002,32,32.0002
0.0894,2.2848,-8,2.2848,-8.00002,32,32.0002
0.0895,2.284,-8,2.284,-8.00002,32,32.0002
0.0896,2.2832,-8,2.2832,-8.00002,32,32.0002
0.0897,2.2824,-8,2.2824,-8.00002,32,32.0002
0.0898,2.2816,-8,2.2816,-8.00002,32,32.0002
0.0899,2.2808,-8,2.2808,-8.00002,32,32.0002
0.09,2.28,-8,2.28,-8.00002,32,32.0002
0.0901,2.2792,-8,2.2792,-8.00002,32,32.0002
0.0902,2.2784,-8,2.2784,-8.00002,32,32.0002
0.0903,2.2776,-8,2.2776,-8.00002,32,32.0002
0.0904,2.2768,-8,2.2768,-8.00002,32,32.0002
0.0905,2.276,-8,2.276,-8.00002,32,32.0002
0.0906,2.2752,-8,2.2752,-8.00002,32,32.0002
0.0907,2.2744,-8,2.2744,-8.00002,32,32.0002
0.0908,2.2736,-8,2.2736,-8.00002,32,32.0002
0.0909,2.2728,-8,2.2728,-8.00002,32,32.0002
0.091,2.272,-8,2.272,-8.00002,32,32.0002
0.0911,2.2712,-8,2.2712,-8.00002,32,32.0002
0.0912,2.2704,-8,2.2704,-8.00003,32,32.0002
0.0913,2.2696,-8,2.2696,-8.00003,32,32.0002
0.0914,2.2688,-8,2.2688,-8.00003,32,32.0002
0.0915,2.268,-8,2.268,-8.00003,32,32.0002
0.0916,2.2672,-8,2.2672,-8.00003,32,32.0002
0.0917,2.2664,-8,2.2664,-8.00003,32,32.0002
0.0918,2.2656,-8,2.2656,-8.00003,32,32.0002
0.0919,2.2648,-8,2.2648,-8.00003,32,32.0002
0.092,2.264,-8,2.264,-8.00003,32,32.0002
0.0921,2.2632,-8,2.2632,-8.00003,32,32.0002
0.0922,2.2624,-8,2.2624,-8.00003,32,32.0002
0.0923,2.2616,-8,2.2616,-8.00003,32,32.0002
0.0924,2.2608,-8,2.2608,-8.00003,32,32.0002
0.0925,2.26,-8,2.26,-8.00003,32,32.0002
0.0926,2.2592,-8,2.2592,-8.00003,32,32.0002
0.0927,2.2584,-8,2.2584,-8.00003,32,32.0002
0.0928,2.2576,-8,2.2576,-8.00003,32,32.0002
0.0929,2.2568,-8,2.2568,-8.00003,32,32.0002
0.093,2.256,-8,2.256,-8.00003,32,32.0002
0.0931,2.2552,-8,2.2552,-8.00003,32,32.0002
0.0932,2.2544,-8,2.2544,-8.00003,32,32.0002
0.0933,2.2536,-8,2.2536,-8.00003,32,32.0002
0.0934,2.2528,-8,2.2528,-8.00003,32,32.0002
0.0935,2.252,-8,2.252,-8.00003,32,32.0002
0.0936,2.2512,-8,2.2512,-8.00003,32,32.0002
0.0937,2.2504,-8,2.2504,-8.00003,32,32.0002
0.0938,2.2496,-8,2.2496,-8.00003,32,32.0002
0.0939,2.2488,-8,2.2488,-8.00003,32,32.0002
0.094,2.248,-8,2.248,-8.00003,32,32.0002
0.0941,2.2472,-8,2.2472,-8.00003,32,32.0002
0.0942,2.2464,-8,2.2464,-8.00003,32,32.0002
0.0943,2.2456,-8,2.2456,-8.00003,32,32.0002
0.0944,2.2448,-8,2.2448,-8.00003,32,32.0002
0.0945,2.244,-8,2.244,-8.00003,32,32.0002
0.0946,2.2432,-8,2.2432,-8.00003,32,32.0002
0.0947,2.2424,-8,2.2424,-8.00003,32,32.0002
0.0948,2.2416,-8,2.2416,-8.00003,32,32.0002
0.0949,2.2408,-8,2.2408,-8.00003,32,32.0002
0.095,2.24,-8,2.24,-8.00003,32,32.0002
0.0951,2.2392,-8,2.2392,-8.00003,32,32.0002
0.0952,2.2384,-8,2.2384,-8.00003,32,32.0002
0.0953,2.2376,-8,2.2376,-8.00003,32,32.0002
0.0954,2.2368,-8,2.2368,-8.00003,32,32.0002
0.0955,2.236,-8,2.236,-8.00003,32,32.0002
0.0956,2.2352,-8,2.2352,-8.00003,32,32.0002
0.0957,2.2344,-8,2.2344,-8.00003,32,32.0002
0.0958,2.2336,-8,2.2336,-8.00003,32,32.0002
0.0959,2.2328,-8,2.2328,-8.00003,32,32.0002
0.096,2.232,-8,2.232,-8.00003,32,32.0002
0.0961,2.2312,-8,2.2312,-8.00003,32,32.0003
0.0962,2.2304,-8,2.2304,-8.00003,32,32.0003
0.0963,2.2296,-8,2.2296,-8.00003,32,32.0003
0.0964,2.2288,-8,2.2288,-8.00003,32,32.0003
0.0965,2.228,-8,2.228,-8.00003,32,32.0003
0.0966,2.2272,-8,2.2272,-8.00003,32,32.0003
0.0967,2.2264,-8,2.2264,-8.00003,32,32.0003
0.0968,2.2256,-8,2.2256,-8.00003,32,32.0003
0.0969,2.2248,-8,2.2248,-8.00003,32,32.0003
0.097,2.224,-8,2.224,-8.00003,32,32.0003
0.0971,2.2232,-8,2.2232,-8.00003,32,32.0003
0.0972,2.2224,-8,2.2224,-8.00003,32,32.0003
0.0973,2.2216,-8,2.2216,-8.00003,32,32.0003
0.0974,2.2208,-8,2.2208,-8.00003,32,32.0003
0.0975,2.22,-8,2.22,-8.00003,32,32.0003
0.0976,2.2192,-8,2.2192,-8.00003,32,32.0003
0.0977,2.2184,-8,2.2184,-8.00003,32,32.0003
0.0978,2.2176,-8,2.2176,-8.00003,32,32.0003
0.0979,2.2168,-8,2.2168,-8.00003,32,32.0003
0.098,2.216,-8,2.216,-8.00003,32,32.0003
0.0981,2.2152,-8,2.2152,-8.00003,32,32.0003
0.0982,2.2144,-8,2.2144,-8.00003,32,32.0003
0.0983,2.2136,-8,2.2136,-8.00003,32,32.0003
0.0984,2.2128,-8,2.2128,-8.00003,32,32.0003
0.0985,2.212,-8,2.212,-8.00003,32,32.0003
0.0986,2.2112,-8,2.2112,-8.00003,32,32.0003
0.0987,2.2104,-8,2.2104,-8.00003,32,32.0003
0.0988,2.2096,-8,2.2096,-8.00004,32,32.0003
0.0989,2.2088,-8,2.2088,-8.00004,32,32.0003
0.099,2.208,-8,2.208,-8.00004,32,32.0003
0.0991,2.2072,-8,2.2072,-8.00004,32,32.0003
0.0992,2.2064,-8,2.2064,-8.00004,32,32.0003
0.0993,2.2056,-8,2.2056,-8.00004,32,32.0003
0.0994,2.2048,-8,2.2048,-8.00004,32,32.0003
0.0995,2.204,-8,2.204,-8.00004,32,32.0003
0.0996,2.2032,-8,2.2032,-8.00004,32,32.0003
0.0997,2.2024,-8,2.2024,-8.00004,32,32.0003
0.0998,2.2016,-8,2.2016,-8.00004,32,32.0003
0.0999,2.2008,-8,2.2008,-8.00004,32,32.0003
0.1,2.2,-8,2.2,-8.00004,32,32.0003
0.1001,2.1992,-8,2.1992,-8.00004,32,32.0003
0.1002,2.1984,-8,2.1984,-8.00004,32,32.0003
0.1003,2.1976,-8,2.1976,-8.00004,32,32.0003
0.1004,2.1968,-8,2.1968,-8.00004,32,32.0003
0.1005,2.196,-8,2.196,-8.00004,32,32.0003
0.1006,2.1952,-8,2.1952,-8.00004,32,32.0003
0.1007,2.1944,-8,2.1944,-8.00004,32,32.0003
0.1008,2.1936,-8,2.1936,-8.00004,32,32.0003
0.1009,2.1928,-8,2.1928,-8.00004,32,32.0003
0.101,2.192,-8,2.192,-8.00004,32,32.0003
0.1011,2.1912,-8,2.1912,-8.00004,32,32.0003
0.1012,2.1904,-8,2.1904,-8.00004,32,32.0003
0.1013,2.1896,-8,2.1896,-8.00004,32,32.0003
0.1014,2.1888,-8,2.1888,-8.00004,32,32.0003
0.1015,2.188,-8,2.188,-8.00004,32,32.0003
0.1016,2.1872,-8,2.1872,-8.00004,32,32.0003
0.1017,2.1864,-8,2.1864,-8.00004,32,32.0003
0.1018,2.1856,-8,2.1856,-8.00004,32,32.0003
0.1019,2.1848,-8,2.1848,-8.00004,32,32.0003
0.102,2.184,-8,2.184,-8.00004,32,32.0003
0.1021,2.1832,-8,2.1832,-8.00004,32,32.0003
0.1022,2.1824,-8,2.1824,-8.00004,32,32.0003
0.1023,2.1816,-8,2.1816,-8.00004,32,32.0003
0.1024,2.1808,-8,2.1808,-8.00004,32,32.0003
0.1025,2.18,-8,2.18,-8.00004,32,32.0003
0.1026,2.1792,-8,2.1792,-8.00004,32,32.0003
0.1027,2.1784,-8,2.1784,-8.00004,32,32.0003
0.1028,2.1776,-8,2.1776,-8.00004,32,32.0003
0.1029,2.1768,-8,2.1768,-8.00004,32,32.0003
0.103,2.176,-8,2.176,-8.00004,32,32.0003
0.1031,2.1752,-8,2.1752,-8.00004,32,32.0003
0.1032,2.1744,-8,2.1744,-8.00004,32,32.0003
0.1033,2.1736,-8,2.1736,-8.00004,32,32.0003
0.1034,2.1728,-8,2.1728,-8.00004,32,32.0003
0.1035,2.172,-8,2.172,-8.00004,32,32.0003
0.1036,2.1712,-8,2.1712,-8.00004,32,32.0003
0.1037,2.1704,-8,2.1704,-8.00004,32,32.0003
0.1038,2.1696,-8,2.1696,-8.00004,32,32.0003
0.1039,2.1688,-8,2.1688,-8.00004,32,32.0003
0.104,2.168,-8,2.168,-8.00004,32,32.0003
0.1041,2.1672,-8,2.1672,-8.00004,32,32.0003
0.1042,2.1664,-8,2.1664,-8.00004,32,32.0003
0.1043,2.1656,-8,2.1656,-8.00004,32,32.0003
0.1044,2.1648,-8,2.1648,-8.00004,32,32.0004
0.1045,2.164,-8,2.164,-8.00004,32,32.0004
0.1046,2.1632,-8,2.1632,-8.00004,32,32.0004
0.1047,2.1624,-8,2.1624,-8.00004,32,32.0004
0.1048,2.1616,-8,2.1616,-8.00004,32,32.0004
0.1049,2.1608,-8,2.1608,-8.00004,32,32.0004
