t,x_cin,v_cin,x_pot,v_pot,E_cin_total,E_pot_total
0.3194,0.4448,-8,0.444329,-6.8746,32,23.6301
0.3195,0.444,-8,0.443643,-6.84064,32,23.3972
0.3196,0.4432,-8,0.44296,-6.80589,32,23.1601
0.3197,0.4424,-8,0.442282,-6.77033,32,22.9187
0.3198,0.4416,-8,0.441606,-6.73395,32,22.673
0.3199,0.4408,-8,0.440935,-6.69674,32,22.4231
0.32,0.44,-8,0.440267,-6.65868,32,22.169
0.3201,0.4392,-8,0.439603,-6.61975,32,21.9106
0.3202,0.4384,-8,0.438943,-6.57995,32,21.6479
0.3203,0.4376,-8,0.438287,-6.53926,32,21.3809
0.3204,0.4368,-8,0.437635,-6.49766,32,21.1098
0.3205,0.436,-8,0.436988,-6.45514,32,20.8344
0.3206,0.4352,-8,0.436344,-6.41168,32,20.5548
0.3207,0.4344,-8,0.435705,-6.36728,32,20.2711
0.3208,0.4336,-8,0.435071,-6.32191,32,19.9833
0.3209,0.4328,-8,0.434441,-6.27557,32,19.6914
0.321,0.432,-8,0.433816,-6.22824,32,19.3955
0.3211,0.4312,-8,0.433195,-6.1799,32,19.0956
0.3212,0.4304,-8,0.43258,-6.13054,32,18.7918
0.3213,0.4296,-8,0.431969,-6.08015,32,18.4841
0.3214,0.4288,-8,0.431364,-6.02872,32,18.1727
0.3215,0.428,-8,0.430763,-5.97623,32,17.8577
0.3216,0.4272,-8,0.430168,-5.92267,32,17.539
0.3217,0.4264,-8,0.429579,-5.86803,32,17.2169
0.3218,0.4256,-8,0.428995,-5.8123,32,16.8914
0.3219,0.4248,-8,0.428416,-5.75546,32,16.5626
0.322,0.424,-8,0.427844,-5.6975,32,16.2308
0.3221,0.4232,-8,0.427277,-5.63842,32,15.8959
0.3222,0.4224,-8,0.426716,-5.5782,32,15.5581
0.3223,0.4216,-8,0.426161,-5.51683,32,15.2177
0.3224,0.4208,-8,0.425613,-5.4543,32,14.8747
0.3225,0.42,-8,0.42507,-5.39061,32,14.5294
0.3226,0.4192,-8,0.424534,-5.32575,32,14.1818
0.3227,0.4184,-8,0.424005,-5.25971,32,13.8323
0.3228,0.4176,-8,0.423483,-5.19247,32,13.4809
0.3229,0.4168,-8,0.422967,-5.12405,32,13.1279
0.323,0.416,-8,0.422458,-5.05442,32,12.7736
0.3231,0.4152,-8,0.421956,-4.98359,32,12.4181
0.3232,0.4144,-8,0.421461,-4.91156,32,12.0617
0.3233,0.4136,-8,0.420973,-4.83831,32,11.7046
0.3234,0.4128,-8,0.420493,-4.76384,32,11.3471
0.3235,0.412,-8,0.420021,-4.68816,32,10.9894
0.3236,0.4112,-8,0.419556,-4.61127,32,10.6319
0.3237,0.4104,-8,0.419098,-4.53316,32,10.2748
0.3238,0.4096,-8,0.418649,-4.45384,32,9.91833
0.3239,0.4088,-8,0.418208,-4.3733,32,9.56288
0.324,0.408,-8,0.417774,-4.29156,32,9.20873
0.3241,0.4072,-8,0.417349,-4.20861,32,8.8562
0.3242,0.4064,-8,0.416933,-4.12447,32,8.50561
0.3243,0.4056,-8,0.416524,-4.03913,32,8.15729
0.3244,0.4048,-8,0.416125,-3.95261,32,7.81157
0.3245,0.404,-8,0.415734,-3.86492,32,7.46879
0.3246,0.4032,-8,0.415352,-3.77606,32,7.12931
0.3247,0.4024,-8,0.414979,-3.68605,32,6.79347
0.3248,0.4016,-8,0.414615,-3.5949,32,6.46164
0.3249,0.4008,-8,0.41426,-3.50262,32,6.13417
0.325,0.4,-8,0.413914,-3.40923,32,5.81143
0.3251,0.3992,-8,0.413578,-3.31475,32,5.49378
0.3252,0.3984,-8,0.413251,-3.21919,32,5.18158
0.3253,0.3976,-8,0.412934,-3.12257,32,4.87522
0.3254,0.3968,-8,0.412627,-3.02491,32,4.57505
0.3255,0.396,-8,0.412329,-2.92624,32,4.28144
0.3256,0.3952,-8,0.412041,-2.82657,32,3.99476
0.3257,0.3944,-8,0.411764,-2.72594,32,3.71537
0.3258,0.3936,-8,0.411496,-2.62436,32,3.44363
0.3259,0.3928,-8,0.411239,-2.52186,32,3.17989
0.326,0.392,-8,0.410992,-2.41847,32,2.9245
0.3261,0.3912,-8,0.410755,-2.31422,32,2.67781
0.3262,0.3904,-8,0.410529,-2.20914,32,2.44016
0.3263,0.3896,-8,0.410313,-2.10326,32,2.21186
0.3264,0.3888,-8,0.410108,-1.99662,32,1.99324
0.3265,0.388,-8,0.409914,-1.88924,32,1.78461
0.3266,0.3872,-8,0.409731,-1.78116,32,1.58627
0.3267,0.3864,-8,0.409558,-1.67242,32,1.39849
0.3268,0.3856,-8,0.409396,-1.56305,32,1.22157
0.3269,0.3848,-8,0.409245,-1.4531,32,1.05574
0.327,0.384,-8,0.409105,-1.34259,32,0.901273
0.3271,0.3832,-8,0.408977,-1.23157,32,0.758384
0.3272,0.3824,-8,0.408859,-1.12008,32,0.627293
0.3273,0.3816,-8,0.408753,-1.00816,32,0.508198
0.3274,0.3808,-8,0.408657,-0.895858,32,0.40128
0.3275,0.38,-8,0.408574,-0.783204,32,0.306704
0.3276,0.3792,-8,0.408501,-0.670247,32,0.224615
0.3277,0.3784,-8,0.408439,-0.557029,32,0.155141
0.3278,0.3776,-8,0.408389,-0.443594,32,0.0983879
0.3279,0.3768,-8,0.408351,-0.329986,32,0.0544454
0.328,0.376,-8,0.408323,-0.216249,32,0.0233818
0.3281,0.3752,-8,0.408307,-0.102427,32,0.00524567
0.3282,0.3744,-8,0.408303,0.0114346,32,6.53754e-05
0.3283,0.3736,-8,0.40831,0.125292,32,0.00784904
0.3284,0.3728,-8,0.408328,0.2391,32,0.0285845
0.3285,0.372,-8,0.408358,0.352815,32,0.0622392
0.3286,0.3712,-8,0.408399,0.466392,32,0.108761
0.3287,0.3704,-8,0.408451,0.579787,32,0.168076
0.3288,0.3696,-8,0.408515,0.692956,32,0.240094
0.3289,0.3688,-8,0.408589,0.805855,32,0.324701
0.329,0.368,-8,0.408676,0.918443,32,0.421768
0.3291,0.3672,-8,0.408773,1.03068,32,0.531145
0.3292,0.3664,-8,0.408882,1.14251,32,0.652665
0.3293,0.3656,-8,0.409002,1.25391,32,0.786142
0.3294,0.3648,-8,0.409133,1.36483,32,0.931375
0.3295,0.364,-8,0.409275,1.47522,32,1.08814
0.3296,0.3632,-8,0.409428,1.58507,32,1.25622
0.3297,0.3624,-8,0.409592,1.69431,32,1.43534
0.3298,0.3616,-8,0.409767,1.80292,32,1.62526
0.3299,0.3608,-8,0.409952,1.91086,32,1.8257
0.33,0.36,-8,0.410149,2.0181,32,2.03636
0.3301,0.3592,-8,0.410356,2.12459,32,2.25694
0.3302,0.3584,-8,0.410574,2.23031,32,2.48715
0.3303,0.3576,-8,0.410802,2.33523,32,2.72664
0.3304,0.3568,-8,0.411041,2.43931,32,2.97511
0.3305,0.356,-8,0.41129,2.54252,32,3.2322
0.3306,0.3552,-8,0.411549,2.64483,32,3.49757
0.3307,0.3544,-8,0.411819,2.74623,32,3.77088
0.3308,0.3536,-8,0.412098,2.84667,32,4.05176
0.3309,0.3528,-8,0.412388,2.94614,32,4.33986
0.331,0.352,-8,0.412688,3.04461,32,4.63482
0.3311,0.3512,-8,0.412997,3.14206,32,4.93626
0.3312,0.3504,-8,0.413316,3.23847,32,5.24383
0.3313,0.3496,-8,0.413645,3.33381,32,5.55715
0.3314,0.3488,-8,0.413983,3.42808,32,5.87585
0.3315,0.348,-8,0.41433,3.52124,32,6.19957
0.3316,0.3472,-8,0.414687,3.61329,32,6.52795
0.3317,0.3464,-8,0.415053,3.70422,32,6.86061
0.3318,0.3456,-8,0.415428,3.794,32,7.19721
0.3319,0.3448,-8,0.415812,3.88262,32,7.53738
0.332,0.344,-8,0.416204,3.97008,32,7.88078
0.3321,0.3432,-8,0.416606,4.05636,32,8.22705
0.3322,0.3424,-8,0.417016,4.14146,32,8.57585
0.3323,0.3416,-8,0.417434,4.22537,32,8.92686
0.3324,0.3408,-8,0.417861,4.30807,32,9.27974
0.3325,0.34,-8,0.418296,4.38957,32,9.63418
0.3326,0.3392,-8,0.418739,4.46986,32,9.98985
0.3327,0.3384,-8,0.41919,4.54894,32,10.3464
0.3328,0.3376,-8,0.419648,4.62681,32,10.7037
0.3329,0.3368,-8,0.420115,4.70346,32,11.0613
0.333,0.336,-8,0.420589,4.7789,32,11.4189
0.3331,0.3352,-8,0.421071,4.85311,32,11.7764
0.3332,0.3344,-8,0.42156,4.92612,32,12.1333
0.3333,0.3336,-8,0.422056,4.99792,32,12.4896
0.3334,0.3328,-8,0.422559,5.0685,32,12.8449
0.3335,0.332,-8,0.42307,5.13789,32,13.1989
0.3336,0.3312,-8,0.423587,5.20607,32,13.5516
0.3337,0.3304,-8,0.424111,5.27307,32,13.9026
0.3338,0.3296,-8,0.424642,5.33887,32,14.2518
0.3339,0.3288,-8,0.425179,5.4035,32,14.5989
0.334,0.328,-8,0.425722,5.46696,32,14.9438
0.3341,0.3272,-8,0.426272,5.52925,32,15.2863
0.3342,0.3264,-8,0.426828,5.59038,32,15.6262
0.3343,0.3256,-8,0.42739,5.65038,32,15.9634
0.3344,0.3248,-8,0.427958,5.70923,32,16.2977
0.3345,0.324,-8,0.428532,5.76696,32,16.6289
0.3346,0.3232,-8,0.429112,5.82358,32,16.957
0.3347,0.3224,-8,0.429697,5.87909,32,17.2819
0.3348,0.3216,-8,0.430287,5.93352,32,17.6033
0.3349,0.3208,-8,0.430883,5.98686,32,17.9212
0.335,0.32,-8,0.431485,6.03914,32,18.2356
0.3351,0.3192,-8,0.432091,6.09036,32,18.5462
0.3352,0.3184,-8,0.432703,6.14054,32,18.8531
0.3353,0.3176,-8,0.433319,6.18969,32,19.1561
0.3354,0.3168,-8,0.433941,6.23782,32,19.4552
0.3355,0.316,-8,0.434567,6.28496,32,19.7503
0.3356,0.3152,-8,0.435198,6.3311,32,20.0414
0.3357,0.3144,-8,0.435833,6.37627,32,20.3284
0.3358,0.3136,-8,0.436473,6.42049,32,20.6113
0.3359,0.3128,-8,0.437117,6.46375,32,20.89
0.336,0.312,-8,0.437766,6.50609,32,21.1646
0.3361,0.3112,-8,0.438418,6.5475,32,21.4349
0.3362,0.3104,-8,0.439075,6.58801,32,21.701
0.3363,0.3096,-8,0.439736,6.62764,32,21.9628
0.3364,0.3088,-8,0.440401,6.66639,32,22.2204
0.3365,0.308,-8,0.441069,6.70428,32,22.4737
0.3366,0.3072,-8,0.441742,6.74132,32,22.7227
0.3367,0.3064,-8,0.442418,6.77754,32,22.9675
0.3368,0.3056,-8,0.443097,6.81293,32,23.208
0.3369,0.3048,-8,0.44378,6.84753,32,23.4443
0.337,0.304,-8,0.444467,6.88133,32,23.6764
0.3371,0.3032,-8,0.445156,6.91436,32,23.9042
0.3372,0.3024,-8,0.44585,6.94663,32,24.1278
0.3373,0.3016,-8,0.446546,6.97816,32,24.3473
0.3374,0.3008,-8,0.447245,7.00895,32,24.5627
0.3375,0.3,-8,0.447948,7.03902,32,24.7739
0.3376,0.2992,-8,0.448653,7.06839,32,24.9811
0.3377,0.2984,-8,0.449361,7.09707,32,25.1842
0.3378,0.2976,-8,0.450072,7.12507,32,25.3833
0.3379,0.2968,-8,0.450786,7.15241,32,25.5784
0.338,0.296,-8,0.451503,7.17909,32,25.7697
0.3381,0.2952,-8,0.452222,7.20513,32,25.957
0.3382,0.2944,-8,0.452944,7.23055,32,26.1405
0.3383,0.2936,-8,0.453668,7.25536,32,26.3201
0.3384,0.2928,-8,0.454395,7.27957,32,26.4961
0.3385,0.292,-8,0.455124,7.30319,32,26.6683
0.3386,0.2912,-8,0.455856,7.32623,32,26.8368
0.3387,0.2904,-8,0.456589,7.34871,32,27.0017
0.3388,0.2896,-8,0.457325,7.37063,32,27.1631
0.3389,0.2888,-8,0.458063,7.39202,32,27.321
0.339,0.288,-8,0.458804,7.41288,32,27.4754
0.3391,0.2872,-8,0.459546,7.43322,32,27.6263
0.3392,0.2864,-8,0.46029,7.45305,32,27.774
0.3393,0.2856,-8,0.461037,7.47239,32,27.9183
0.3394,0.2848,-8,0.461785,7.49124,32,28.0593
0.3395,0.284,-8,0.462535,7.50962,32,28.1972
0.3396,0.2832,-8,0.463287,7.52753,32,28.3319
0.3397,0.2824,-8,0.46404,7.54499,32,28.4635
0.3398,0.2816,-8,0.464796,7.56201,32,28.592
0.3399,0.2808,-8,0.465553,7.5786,32,28.7176
0.34,0.28,-8,0.466312,7.59476,32,28.8402
0.3401,0.2792,-8,0.467072,7.61051,32,28.9599
0.3402,0.2784,-8,0.467834,7.62585,32,29.0768
0.3403,0.2776,-8,0.468597,7.6408,32,29.1909
0.3404,0.2768,-8,0.469362,7.65536,32,29.3022
0.3405,0.276,-8,0.470128,7.66954,32,29.4109
0.3406,0.2752,-8,0.470896,7.68335,32,29.5169
0.3407,0.2744,-8,0.471665,7.6968,32,29.6204
0.3408,0.2736,-8,0.472435,7.7099,32,29.7213
0.3409,0.2728,-8,0.473207,7.72266,32,29.8197
0.341,0.272,-8,0.47398,7.73508,32,29.9157
0.3411,0.2712,-8,0.474754,7.74717,32,30.0093
0.3412,0.2704,-8,0.475529,7.75894,32,30.1006
0.3413,0.2696,-8,0.476305,7.7704,32,30.1895
0.3414,0.2688,-8,0.477083,7.78155,32,30.2762
0.3415,0.268,-8,0.477862,7.7924,32,30.3608
0.3416,0.2672,-8,0.478642,7.80296,32,30.4431
0.3417,0.2664,-8,0.479422,7.81324,32,30.5234
0.3418,0.2656,-8,0.480204,7.82324,32,30.6015
0.3419,0.2648,-8,0.480987,7.83297,32,30.6777
0.342,0.264,-8,0.481771,7.84243,32,30.7519
0.3421,0.2632,-8,0.482556,7.85164,32,30.8241
0.3422,0.2624,-8,0.483341,7.86059,32,30.8944
0.3423,0.2616,-8,0.484128,7.8693,32,30.9629
0.3424,0.2608,-8,0.484915,7.87776,32,31.0296
0.3425,0.26,-8,0.485703,7.886,32,31.0945
0.3426,0.2592,-8,0.486492,7.894,32,31.1576
0.3427,0.2584,-8,0.487282,7.90178,32,31.2191
0.3428,0.2576,-8,0.488073,7.90935,32,31.2789
0.3429,0.2568,-8,0.488864,7.9167,32,31.337
0.343,0.256,-8,0.489656,7.92384,32,31.3936
0.3431,0.2552,-8,0.490449,7.93078,32,31.4487
0.3432,0.2544,-8,0.491242,7.93753,32,31.5022
0.3433,0.2536,-8,0.492036,7.94408,32,31.5542
0.3434,0.2528,-8,0.492831,7.95044,32,31.6048
0.3435,0.252,-8,0.493626,7.95663,32,31.6539
0.3436,0.2512,-8,0.494422,7.96263,32,31.7017
0.3437,0.2504,-8,0.495219,7.96846,32,31.7482
0.3438,0.2496,-8,0.496016,7.97412,32,31.7933
0.3439,0.2488,-8,0.496814,7.97961,32,31.8371
0.344,0.248,-8,0.497612,7.98494,32,31.8797
0.3441,0.2472,-8,0.498411,7.99012,32,31.921
0.3442,0.2464,-8,0.49921,7.99514,32,31.9611
0.3443,0.2456,-8,0.50001,8.00001,32,32.0001
0.3444,0.2448,-8,0.50081,8.00474,32,32.0379
0.3445,0.244,-8,0.501611,8.00932,32,32.0746
0.3446,0.2432,-8,0.502412,8.01377,32,32.1102
0.3447,0.2424,-8,0.503213,8.01808,32,32.1448
0.3448,0.2416,-8,0.504015,8.02226,32,32.1783
0.3449,0.2408,-8,0.504818,8.02631,32,32.2108
0.345,0.24,-8,0.505621,8.03023,32,32.2423
0.3451,0.2392,-8,0.506424,8.03403,32,32.2729
0.3452,0.2384,-8,0.507227,8.03772,32,32.3025
0.3453,0.2376,-8,0.508031,8.04129,32,32.3311
0.3454,0.2368,-8,0.508836,8.04474,32,32.3589
0.3455,0.236,-8,0.50964,8.04808,32,32.3858
0.3456,0.2352,-8,0.510445,8.05132,32,32.4119
0.3457,0.2344,-8,0.511251,8.05445,32,32.4371
0.3458,0.2336,-8,0.512056,8.05749,32,32.4615
0.3459,0.2328,-8,0.512862,8.06042,32,32.4852
0.346,0.232,-8,0.513668,8.06325,32,32.508
0.3461,0.2312,-8,0.514475,8.06599,32,32.5301
0.3462,0.2304,-8,0.515281,8.06864,32,32.5515
0.3463,0.2296,-8,0.516088,8.0712,32,32.5721
0.3464,0.2288,-8,0.516896,8.07367,32,32.5921
0.3465,0.228,-8,0.517703,8.07606,32,32.6113
0.3466,0.2272,-8,0.518511,8.07836,32,32.63
0.3467,0.2264,-8,0.519319,8.08058,32,32.6479
0.3468,0.2256,-8,0.520127,8.08273,32,32.6652
0.3469,0.2248,-8,0.520935,8.0848,32,32.682
0.347,0.224,-8,0.521744,8.08679,32,32.6981
0.3471,0.2232,-8,0.522553,8.08871,32,32.7136
0.3472,0.2224,-8,0.523362,8.09056,32,32.7286
0.3473,0.2216,-8,0.524171,8.09234,32,32.743
0.3474,0.2208,-8,0.52498,8.09406,32,32.7569
0.3475,0.22,-8,0.52579,8.09571,32,32.7702
0.3476,0.2192,-8,0.526599,8.09729,32,32.7831
0.3477,0.2184,-8,0.527409,8.09882,32,32.7954
0.3478,0.2176,-8,0.528219,8.10028,32,32.8073
0.3479,0.2168,-8,0.529029,8.10168,32,32.8186
0.348,0.216,-8,0.529839,8.10303,32,32.8296
0.3481,0.2152,-8,0.53065,8.10432,32,32.84
0.3482,0.2144,-8,0.53146,8.10556,32,32.8501
0.3483,0.2136,-8,0.532271,8.10675,32,32.8597
0.3484,0.2128,-8,0.533082,8.10788,32,32.8689
0.3485,0.212,-8,0.533892,8.10897,32,32.8777
0.3486,0.2112,-8,0.534703,8.11,32,32.8861
0.3487,0.2104,-8,0.535514,8.11099,32,32.8941
0.3488,0.2096,-8,0.536326,8.11193,32,32.9017
0.3489,0.2088,-8,0.537137,8.11283,32,32.909
0.349,0.208,-8,0.537948,8.11368,32,32.9159
0.3491,0.2072,-8,0.53876,8.1145,32,32.9225
0.3492,0.2064,-8,0.539571,8.11527,32,32.9288
0.3493,0.2056,-8,0.540383,8.116,32,32.9347
0.3494,0.2048,-8,0.541194,8.11669,32,32.9403
0.3495,0.204,-8,0.542006,8.11734,32,32.9456
0.3496,0.2032,-8,0.542818,8.11796,32,32.9506
0.3497,0.2024,-8,0.54363,8.11854,32,32.9553
0.3498,0.2016,-8,0.544441,8.11908,32,32.9598
0.3499,0.2008,-8,0.545253,8.1196,32,32.9639
0.35,0.2,-8,0.546065,8.12007,32,32.9678
0.3501,0.1992,-8,0.546877,8.12052,32,32.9714
0.3502,0.1984,-8,0.547689,8.12094,32,32.9748
0.3503,0.1976,-8,0.548502,8.12132,32,32.9779
0.3504,0.1968,-8,0.549314,8.12168,32,32.9808
0.3505,0.196,-8,0.550126,8.12201,32,32.9835
0.3506,0.1952,-8,0.550938,8.12231,32,32.9859
0.3507,0.1944,-8,0.55175,8.12258,32,32.9881
0.3508,0.1936,-8,0.552563,8.12283,32,32.9901
0.3509,0.1928,-8,0.553375,8.12305,32,32.9919
0.351,0.192,-8,0.554187,8.12324,32,32.9935
0.3511,0.1912,-8,0.555,8.12341,32,32.9949
0.3512,0.1904,-8,0.555812,8.12356,32,32.9961
0.3513,0.1896,-8,0.556624,8.12369,32,32.9972
0.3514,0.1888,-8,0.557437,8.12379,32,32.998
0.3515,0.188,-8,0.558249,8.12388,32,32.9987
0.3516,0.1872,-8,0.559061,8.12394,32,32.9992
0.3517,0.1864,-8,0.559874,8.12398,32,32.9995
0.3518,0.1856,-8,0.560686,8.124,32,32.9997
0.3519,0.1848,-8,0.561499,8.124,32,32.9997
0.352,0.184,-8,0.562311,8.12399,32,32.9996
0.3521,0.1832,-8,0.563123,8.12396,32,32.9993
0.3522,0.1824,-8,0.563936,8.12391,32,32.9989
0.3523,0.1816,-8,0.564748,8.12384,32,32.9984
0.3524,0.1808,-8,0.565561,8.12376,32,32.9977
0.3525,0.18,-8,0.566373,8.12366,32,32.9969
0.3526,0.1792,-8,0.567185,8.12354,32,32.996
0.3527,0.1784,-8,0.567998,8.12341,32,32.9949
0.3528,0.1776,-8,0.56881,8.12327,32,32.9938
0.3529,0.1768,-8,0.569622,8.12311,32,32.9925
0.353,0.176,-8,0.570435,8.12294,32,32.9911
0.3531,0.1752,-8,0.571247,8.12276,32,32.9896
0.3532,0.1744,-8,0.572059,8.12256,32,32.988
0.3533,0.1736,-8,0.572871,8.12235,32,32.9863
0.3534,0.1728,-8,0.573684,8.12213,32,32.9845
0.3535,0.172,-8,0.574496,8.1219,32,32.9826
0.3536,0.1712,-8,0.575308,8.12166,32,32.9807
0.3537,0.1704,-8,0.57612,8.1214,32,32.9786
0.3538,0.1696,-8,0.576932,8.12114,32,32.9765
0.3539,0.1688,-8,0.577744,8.12087,32,32.9742
0.354,0.168,-8,0.578556,8.12058,32,32.9719
0.3541,0.1672,-8,0.579369,8.12029,32,32.9696
0.3542,0.1664,-8,0.580181,8.11999,32,32.9671
0.3543,0.1656,-8,0.580993,8.11968,32,32.9646
0.3544,0.1648,-8,0.581804,8.11936,32,32.962
0.3545,0.164,-8,0.582616,8.11903,32,32.9593
0.3546,0.1632,-8,0.583428,8.1187,32,32.9566
0.3547,0.1624,-8,0.58424,8.11836,32,32.9538
0.3548,0.1616,-8,0.585052,8.11801,32,32.951
0.3549,0.1608,-8,0.585864,8.11765,32,32.9481
0.355,0.16,-8,0.586675,8.11729,32,32.9452
0.3551,0.1592,-8,0.587487,8.11692,32,32.9422
0.3552,0.1584,-8,0.588299,8.11654,32,32.9391
0.3553,0.1576,-8,0.589111,8.11616,32,32.936
0.3554,0.1568,-8,0.589922,8.11577,32,32.9329
0.3555,0.156,-8,0.590734,8.11538,32,32.9297
0.3556,0.1552,-8,0.591545,8.11498,32,32.9265
0.3557,0.1544,-8,0.592357,8.11458,32,32.9232
0.3558,0.1536,-8,0.593168,8.11417,32,32.9199
0.3559,0.1528,-8,0.59398,8.11376,32,32.9166
0.356,0.152,-8,0.594791,8.11334,32,32.9132
0.3561,0.1512,-8,0.595602,8.11292,32,32.9098
0.3562,0.1504,-8,0.596413,8.1125,32,32.9063
0.3563,0.1496,-8,0.597225,8.11207,32,32.9028
0.3564,0.1488,-8,0.598036,8.11164,32,32.8993
0.3565,0.148,-8,0.598847,8.1112,32,32.8958
0.3566,0.1472,-8,0.599658,8.11076,32,32.8922
0.3567,0.1464,-8,0.600469,8.11032,32,32.8886
0.3568,0.1456,-8,0.60128,8.10987,32,32.885
0.3569,0.1448,-8,0.602091,8.10942,32,32.8814
0.357,0.144,-8,0.602902,8.10897,32,32.8777
0.3571,0.1432,-8,0.603713,8.10852,32,32.874
0.3572,0.1424,-8,0.604524,8.10806,32,32.8703
0.3573,0.1416,-8,0.605335,8.1076,32,32.8666
0.3574,0.1408,-8,0.606145,8.10714,32,32.8629
0.3575,0.14,-8,0.606956,8.10668,32,32.8591
0.3576,0.1392,-8,0.607767,8.10622,32,32.8554
0.3577,0.1384,-8,0.608577,8.10575,32,32.8516
0.3578,0.1376,-8,0.609388,8.10528,32,32.8478
0.3579,0.1368,-8,0.610198,8.10482,32,32.844
0.358,0.136,-8,0.611009,8.10434,32,32.8402
0.3581,0.1352,-8,0.611819,8.10387,32,32.8364
0.3582,0.1344,-8,0.612629,8.1034,32,32.8325
0.3583,0.1336,-8,0.61344,8.10293,32,32.8287
0.3584,0.1328,-8,0.61425,8.10245,32,32.8249
0.3585,0.132,-8,0.61506,8.10198,32,32.821
0.3586,0.1312,-8,0.61587,8.1015,32,32.8171
0.3587,0.1304,-8,0.616681,8.10102,32,32.8133
0.3588,0.1296,-8,0.617491,8.10054,32,32.8094
0.3589,0.1288,-8,0.618301,8.10007,32,32.8055
0.359,0.128,-8,0.619111,8.09959,32,32.8017
0.3591,0.1272,-8,0.619921,8.09911,32,32.7978
0.3592,0.1264,-8,0.620731,8.09863,32,32.7939
0.3593,0.1256,-8,0.62154,8.09815,32,32.79
0.3594,0.1248,-8,0.62235,8.09767,32,32.7861
0.3595,0.124,-8,0.62316,8.09719,32,32.7823
0.3596,0.1232,-8,0.62397,8.09671,32,32.7784
0.3597,0.1224,-8,0.624779,8.09623,32,32.7745
0.3598,0.1216,-8,0.625589,8.09575,32,32.7706
0.3599,0.1208,-8,0.626398,8.09528,32,32.7667
0.36,0.12,-8,0.627208,8.0948,32,32.7629
0.3601,0.1192,-8,0.628017,8.09432,32,32.759
0.3602,0.1184,-8,0.628827,8.09384,32,32.7551
0.3603,0.1176,-8,0.629636,8.09337,32,32.7513
0.3604,0.1168,-8,0.630445,8.09289,32,32.7474
0.3605,0.116,-8,0.631255,8.09241,32,32.7436
0.3606,0.1152,-8,0.632064,8.09194,32,32.7397
0.3607,0.1144,-8,0.632873,8.09147,32,32.7359
0.3608,0.1136,-8,0.633682,8.09099,32,32.7321
0.3609,0.1128,-8,0.634491,8.09052,32,32.7283
0.361,0.112,-8,0.6353,8.09005,32,32.7244
0.3611,0.1112,-8,0.636109,8.08958,32,32.7206
0.3612,0.1104,-8,0.636918,8.08911,32,32.7168
0.3613,0.1096,-8,0.637727,8.08864,32,32.713
0.3614,0.1088,-8,0.638536,8.08817,32,32.7093
0.3615,0.108,-8,0.639345,8.08771,32,32.7055
0.3616,0.1072,-8,0.640153,8.08724,32,32.7017
0.3617,0.1064,-8,0.640962,8.08678,32,32.698
0.3618,0.1056,-8,0.641771,8.08631,32,32.6942
0.3619,0.1048,-8,0.642579,8.08585,32,32.6905
0.362,0.104,-8,0.643388,8.08539,32,32.6868
0.3621,0.1032,-8,0.644197,8.08493,32,32.6831
0.3622,0.1024,-8,0.645005,8.08448,32,32.6794
0.3623,0.1016,-8,0.645813,8.08402,32,32.6757
0.3624,0.1008,-8,0.646622,8.08356,32,32.672
0.3625,0.1,-8,0.64743,8.08311,32,32.6683
0.3626,0.0992,-8,0.648238,8.08266,32,32.6647
0.3627,0.0984,-8,0.649047,8.08221,32,32.661
0.3628,0.0976,-8,0.649855,8.08176,32,32.6574
0.3629,0.0968,-8,0.650663,8.08131,32,32.6538
0.363,0.096,-8,0.651471,8.08087,32,32.6502
0.3631,0.0952,-8,0.652279,8.08042,32,32.6466
0.3632,0.0944,-8,0.653087,8.07998,32,32.643
0.3633,0.0936,-8,0.653895,8.07954,32,32.6395
0.3634,0.0928,-8,0.654703,8.0791,32,32.6359
0.3635,0.092,-8,0.655511,8.07866,32,32.6324
0.3636,0.0912,-8,0.656319,8.07822,32,32.6288
0.3637,0.0904,-8,0.657127,8.07779,32,32.6253
0.3638,0.0896,-8,0.657934,8.07736,32,32.6218
0.3639,0.0888,-8,0.658742,8.07692,32,32.6184
0.364,0.088,-8,0.65955,8.0765,32,32.6149
0.3641,0.0872,-8,0.660357,8.07607,32,32.6114
0.3642,0.0864,-8,0.661165,8.07564,32,32.608
0.3643,0.0856,-8,0.661973,8.07522,32,32.6046
0.3644,0.0848,-8,0.66278,8.0748,32,32.6012
0.3645,0.084,-8,0.663588,8.07438,32,32.5978
0.3646,0.0832,-8,0.664395,8.07396,32,32.5944
0.3647,0.0824,-8,0.665202,8.07354,32,32.591
0.3648,0.0816,-8,0.66601,8.07312,32,32.5877
0.3649,0.0808,-8,0.666817,8.07271,32,32.5843
0.365,0.08,-8,0.667624,8.0723,32,32.581
0.3651,0.0792,-8,0.668431,8.07189,32,32.5777
0.3652,0.0784,-8,0.669239,8.07148,32,32.5744
0.3653,0.0776,-8,0.670046,8.07108,32,32.5711
0.3654,0.0768,-8,0.670853,8.07067,32,32.5679
0.3655,0.076,-8,0.67166,8.07027,32,32.5646
0.3656,0.0752,-8,0.672467,8.06987,32,32.5614
0.3657,0.0744,-8,0.673274,8.06947,32,32.5582
0.3658,0.0736,-8,0.674081,8.06908,32,32.555
0.3659,0.0728,-8,0.674888,8.06868,32,32.5518
0.366,0.072,-8,0.675694,8.06829,32,32.5486
0.3661,0.0712,-8,0.676501,8.0679,32,32.5455
